terrified	apavorado,(3)aterrorizar,(2)amedrontar,(2)apavorar,(2)aterrar,(1)encher de medo
sons	filhos
pet	animal,(3)animal de estimação,(2)acariciar,(1)predileto,(1)favorito,(1)querido,(1)criança mimada,(1)despeito,(1)enfado,(1)afagar,(1)mimar,(1)acarinhar,(1)favorito,(1)querido,(1)doméstico,(1)inofensivo,(1)manso,(1)domesticado,(1)sem interesse
Kristen	
cleaned	limpo
Zach	
threaten	ameaçar,(3)ameaçar,(1)pôr em perigo,(1)prenunciar,(1)estar iminente,(1)proferir ameaças,(1)pressagiar,(1)avisar
teaching	ensino,(3)ensino,(1)instrução,(1)ato de ensinar,(1)função de professor
mum	mãe,(3)mãe,(1)mãezinha,(1)minha senhora,(1)pouco claro,(1)inarticulado,(1)indistinto,(1)mal pronunciado,(1)arremedar,(1)fazer imitações
motion	movimento,(3)movimento,(2)proposta,(2)moção,(1)gesto,(1)requerimento,(1)deslocação,(1)impulso,(1)mecanismo,(1)inclinação,(1)maneira de andar,(1)gesticular,(1)acenar
fella	cara
enemies	inimigos
desert	deserto,(3)deserto,(3)deserto,(3)desertar,(1)ermo,(1)árido,(1)desabitado,(1)solidão,(1)merecimento,(1)mérito,(1)região árida,(1)desistir de,(1)desamparar
collection	coleção,(3)coleção,(3)coleta,(2)cobrança,(2)acervo,(2)arrecadação,(1)compilação,(1)porção
Roxanne	
incident	incidente,(3)incidente,(3)incidente,(2)acidente,(2)episódio,(2)ocorrência,(2)caso,(1)ligado,(1)provável,(1)pertencente,(1)próprio,(1)circunstância
failure	fracasso,(3)falha,(3)fracasso,(3)insuficiência,(2)insucesso,(2)incapacidade,(1)carência,(1)esquecimento,(1)distração,(1)baldão
satisfied	satisfeito
imagination	imaginação,(3)imaginação,(2)fantasia,(1)criatividade,(1)idéia,(1)conceito,(1)imagem mental
hooked	fisgado,(2)em forma de gancho,(2)adunco,(2)curvo
headache	dor de cabeça,(3)dor de cabeça,(2)enxaqueca,(1)amolação
forgetting	esquecendo
counselor	conselheiro,(3)conselheiro,(2)advogado
Andie	
acted	agiu
opposite	oposto,(3)oposto,(3)em frente,(3)contrário,(3)oposto,(3)em frente,(2)defronte,(1)fronteiro,(1)antagônico,(1)completamente diferente,(1)antagonista,(1)do outro lado,(1)contra,(1)em frente de,(1)diante de,(1)em face de
highest	Altíssima
gross	bruto,(3)bruto,(2)total,(2)grosseiro,(2)total,(1)grosso,(1)flagrante,(1)em bruto,(1)vulgar,(1)enorme,(1)pesado,(1)ordinário,(1)tosco,(1)gordo,(1)indelicado,(1)inteiro,(1)embotado,(1)tudo,(1)grosso,(1)grosa,(1)massa,(1)doze dúzias
golden	dourado,(3)dourado,(1)áureo,(1)precioso,(1)excelente,(1)próspero,(1)importante
equipment	equipamento,(3)equipamento,(2)aparelho,(1)aparelhagem,(1)instalação,(1)armamento
badge	distintivo,(3)distintivo,(3)crachá,(1)divisa
tennis	tênis,(3)tênis
Italian	
visiting	visitando,(3)de visita,(2)visitante
Tricia	
studio	estúdio,(3)estúdio,(2)ateliê
naturally	naturalmente,(3)naturalmente,(1)certamente,(1)sem dúvida,(1)verdadeiramente,(1)com toda a certeza,(1)de fato,(1)seguramente
frozen	congelados,(3)congelado,(2)gelado,(1)gélido,(1)insensível
commissioner	comissário,(3)comissário,(2)delegado,(2)comissionado,(2)encarregado
sakes	sakes,(3)causa,(3)saquê,(2)fim,(2)objetivo,(2)motivo,(1)intento
Lorelei	
labor	trabalho,(3)trabalho,(2)labor,(2)trabalhar,(1)tarefa,(1)ocupação,(1)dores de parto,(1)dores do parto,(1)obrigação,(1)mão-de-obra,(1)labutar,(1)lidar,(1)elaborar,(1)sentir dores do parto,(1)fabricar
glory	glória,(3)glória,(2)honra,(2)gloriar,(1)fama,(1)majestade,(1)magnificência,(1)renome,(1)hino laudatório a deus,(1)resplendor celeste,(1)vida celestial,(1)exultar,(1)regozijar-se com
appropriate	apropriado,(3)apropriado,(3)adequado,(2)conveniente,(2)destinar,(1)açambarcar,(1)aproveitar,(1)apropriar-se de,(1)apropriar-se,(1)apossar-se
Africa	
trunk	tronco,(3)tronco,(2)baú,(2)mala,(1)arca,(1)mala grande,(1)reboque,(1)tromba de elefante
armed	armado,(3)armado,(1)munido de armas, garras ou espinhos
twisted	torcido,(2)retorcido
thousands	milhares
received	recebido,(3)recebido
dunno	Não sei
costume	traje,(3)traje,(3)costume,(1)vestuário,(1)vestir,(1)mascarar
temporary	temporário,(3)temporário,(2)provisório,(2)transitório,(1)passageiro
sixteen	dezesseis,(3)dezesseis,(3)dezesseis
impressive	impressionante,(3)impressionante,(1)impressivo
zone	zona,(3)zona,(2)área,(2)região,(1)faixa,(1)círculo,(1)cinta
kitty	gatinha,(3)gatinho
kicking	chutando
junk	lixo,(2)junco,(1)coisas velhas,(1)barco oriental,(1)carne salgada,(1)velharias sem valor
hon	querida
grabbed	agarrou
France	
unlike	ao contrário,(3)ao contrário,(3)ao contrário de,(3)contrário,(3)diferente,(2)distinto,(1)não como,(1)de modo diferente,(1)diverso,(1)dissemelhante,(1)não parecido
understands	entende
mercy	misericórdia,(3)misericórdia,(2)piedade,(2)clemência,(2)compaixão,(1)pena
describe	descrever,(3)descrever,(1)relatar,(1)narrar,(1)traçar,(1)desenhar
Wayne	
priest	sacerdote,(3)sacerdote,(3)padre,(2)cura,(1)clérigo,(1)eclesiástico,(1)prior
Cordelia	
clients	clientes
cable	cabo,(3)cabo,(1)telegrama,(1)cabo submarino,(1)amarra,(1)corrente,(1)cabo telegráfico,(1)cabear,(1)amarrar,(1)enviar via cabo,(1)mandar telegrama,(1)funicular,(1)formado por cordas
owns	possui
affect	afeto,(3)afetar,(1)abalar,(1)simular,(1)assumir,(1)empregar,(1)usar,(1)emoção,(1)transporte
witnesses	testemunhas
starving	morrendo de fome,(3)morrer de fome,(3)passar fome,(2)morrer de inanição,(1)morrer à míngua,(1)matar à fome,(1)estar esfomeado,(1)fazer passar fome a
Robbie	
instincts	instintos
happily	instintos
discussing	discutindo
deserved	mereciam,(1)condigno,(1)honrado
strangers	estranhos,(3)estrangeiro,(3)desconhecido,(2)pessoa estranha,(1)novato,(1)visitante,(1)desconhecedor,(1)pessoa não habituada a
leading	conduzindo,(3)principal,(2)conducente,(2)importante,(2)condução,(1)primeiro,(1)condutor,(1)tentador,(1)sedutor,(1)direção,(1)chefia,(1)comando,(1)orientação,(1)entrelinhas,(1)influência
intelligence	inteligência,(3)inteligência,(1)conhecimento,(1)entendimento,(1)compreensão,(1)capacidade mental
host	hospedeiro,(3)anfitrião,(3)hospedeiro,(1)hóstia,(1)estalajadeiro,(1)tropa,(1)dono da casa
authority	autoridade,(3)autoridade,(2)autorização,(1)jurisdição,(1)perito,(1)fonte autorizada,(1)chefe,(1)reputação,(1)gerente,(1)diretor
surveillance	vigilância,(3)vigilância,(3)fiscalização
cow	vaca,(3)vaca,(1)elefante,(1)baleia,(1)intimidar
commercial	comercial,(3)comercial,(3)comercial,(1)propaganda
admire	admirar,(3)admirar,(1)exprimir admiração,(1)desejar fazer,(1)desejar ver
Williams	
Tuesday	
shadow	sombra,(3)sombra,(1)fantasma,(1)vestígio,(1)prenúncio,(1)laivo,(1)imagem refletida,(1)imagem vaga,(1)premunição,(1)nadinha,(1)quantidade mínima,(1)coisa irreal,(1)visão,(1)obscurecer,(1)ensombrar,(1)toldar,(1)cobrir de sombras,(1)nublar
questioning	questionando,(3)interrogatório,(2)interrogação,(1)ato de interrogar
fund	fundo,(3)fundo,(3)financiar,(1)reserva,(1)base,(1)recursos financeiros,(1)provisão,(1)valor disponível,(1)capital disponível,(1)consolidar,(1)acumular,(1)juntar
dragged	arrastaram
barn	celeiro,(3)celeiro,(2)estábulo
object	objeto,(3)objeto,(2)objetivo,(2)objetar,(1)alvo,(1)finalidade,(1)fim,(1)coisa,(1)contestar,(1)alegar,(1)desaprovar
Doug	
deeply	profundamente,(3)profundamente,(2)extremamente,(1)intimamente
amp	amplificador
wrapped	embrulhado
wasted	desperdiçado
Vega	
tense	tenso,(3)tenso,(3)tempo,(1)esticado,(1)retesado,(1)estirado
sport	esporte,(3)esporte,(1)jogo,(1)divertimento,(1)diversão,(1)brincadeira,(1)passatempo,(1)zombaria,(1)gracejo,(1)objeto de zombaria,(1)exercício ao ar livre
route	rota,(3)rota,(3)percurso,(3)via,(3)caminho,(2)trajeto,(2)encaminhar,(1)rumo,(1)derrota,(1)determinar,(1)indicar,(1)traçar a rota
reports	relatórios
Reese	
plastic	plástico,(3)plástico,(3)plástico,(2)matéria plástica,(1)maleável,(1)moldável,(1)substância plástica
hoped	esperava,(3)esperado
fellas	rapazes
election	eleição,(3)eleição,(2)escolha,(1)votação,(1)promoção
roommate	colega de quarto,(3)companheiro de quarto
pierce	perfurar,(3)perfurar,(3)furar,(2)atravessar,(2)romper,(1)penetrar em,(1)passar através de
mortal	mortal,(3)mortal,(3)mortal,(1)fatal,(1)mortífero,(1)implacável,(1)efêmero,(1)transitório,(1)inexorável,(1)excessivo,(1)enfadonho,(1)tedioso,(1)ser humano
fascinating	fascinante,(3)fascinante,(1)encantador
chosen	escolhido,(3)escolhido
stops	pára
shown	mostrando
arranged	arranjado
Arnold	
abandoned	abandonado,(3)abandonado,(1)perdido,(1)desertado,(1)dissoluto,(1)vicioso,(1)depravado,(1)desavergonhado
sides	lados
delivered	entregue,(3)entregue
china	China,(3)porcelana,(2)louça
becomes	torna-se
arrangements	arranjos
agenda	agenda,(3)agenda,(2)ordem do dia
Linda	
hunting	Caçando,(3)caça,(2)caçador,(1)cinegética,(1)oscilação pendular,(1)arte da caça
began	começasse
theater	teatro,(3)teatro,(1)anfiteatro,(1)cena,(1)drama,(1)sala de conferências,(1)atividade dramática,(1)literatura dramática
series	Series,(3)série,(2)conjunto,(1)sucessão,(1)família,(1)grupo,(1)encadeamento,(1)progressão
literally	literalmente,(3)literalmente
propose	propor,(3)propor,(2)sugerir,(1)propor casamento,(1)planejar,(1)tencionar,(1)alvitrar
Howard	
honesty	honestidade,(3)honestidade,(2)sinceridade,(2)integridade,(1)probidade,(1)retidão
basketball	basquetebol,(3)basquetebol,(1)bola ao cesto
underneath	por baixo,(3)debaixo,(3)embaixo,(3)por baixo,(3)abaixo,(3)embaixo,(3)sob,(2)por baixo de
forces	forças
soldier	soldado,(3)soldado,(2)militar,(1)soldado raso,(1)comandante militar,(1)arenque defumado
services	soldado,(3)soldado,(2)militar,(1)soldado raso,(1)comandante militar,(1)arenque defumado
sauce	molho,(3)molho,(1)tempero,(1)condimento,(1)insolência,(1)atrevimento,(1)descaramento,(1)graça,(1)temperar,(1)condimentar,(1)dar paladar a,(1)dar sal a,(1)faltar ao respeito a
review	Reveja,(3)rever,(3)revisão,(2)revisar,(2)análise,(2)crítica,(2)exame,(1)recapitular,(1)passar em revista,(1)rememorar,(1)examinar de novo,(1)inspecionar,(1)revista,(1)publicação,(1)estudo
promises	promessas
Oz	
lecture	palestra,(3)palestra,(3)conferência,(2)sermão,(2)preleção,(1)curso,(1)repreensão,(1)censura,(1)lição universitária,(1)repreender,(1)fazer conferências,(1)pronunciar conferências,(1)fazer um curso,(1)censurar,(1)pregar um sermão a,(1)prelecionar
Greg	
eighty	oitenta,(3)oitenta,(3)oitenta
brandy	conhaque,(3)conhaque,(3)brandy,(3)aguardente
bills	contas
Bauer	
windows	janelas,(3)Windows
torn	rasgado,(3)rasgado,(2)despedaçado
shocked	chocado
relief	alívio,(3)relevo,(3)alívio,(2)socorro,(2)ajuda,(2)assistência,(2)auxílio,(1)substituição,(1)libertação,(1)consolo,(1)remédio,(1)substituto,(1)realce,(1)saliência,(1)rendição
Nathan	
Jones	
horses	cavalos,(3)cavalo,(1)garanhão,(1)tropas a cavalo
golf	golfe,(3)golfe,(1)jogar golfe
Florida	
explained	explicado,(3)explicado
counter	contador,(3)contador,(3)balcão,(3)contrariar,(2)contrário,(2)opor,(2)enfrentar,(2)contrário,(1)guichê,(1)oposto,(1)contragolpe,(1)ficha,(1)contradizer,(1)contra-atacar,(1)oposto,(1)em sentido inverso
Niki	
Lauren	
design	Projeto,(3)projetar,(3)desenhar,(3)projeto,(2)desenho,(2)desígnio,(1)planejar,(1)delinear,(1)designar,(1)esboçar,(1)destinar,(1)tencionar,(1)modelo,(1)plano,(1)esquema,(1)esboço,(1)planta,(1)enredo,(1)risco
circle	círculo,(3)círculo,(3)circular,(2)circunferência,(2)ciclo,(2)roda,(2)circundar,(2)rodear,(1)circuito,(1)esfera,(1)anel,(1)coroa,(1)órbita,(1)auréola,(1)halo,(1)diadema,(1)grupo de pessoas,(1)girar,(1)rodar,(1)voltear,(1)revolver
victims	vítimas
transfer	transferir,(3)transferir,(3)transferência,(2)transmissão,(2)transfer,(1)transmitir,(1)ceder,(1)ser transferido,(1)passar,(1)alienar,(1)transportar,(1)decalcar,(1)conexão,(1)cessão de direitos,(1)propriedades,(1)figura de passar
Stanley	
response	resposta,(3)resposta,(2)reação,(1)réplica,(1)sensibilidade,(1)responsório
channel	canal,(3)canal,(2)via,(1)calha,(1)leito,(1)tubo,(1)direção,(1)valeta,(1)curso,(1)faixa de frequência,(1)abrir canais,(1)abrir caminho,(1)sulcar
